CODGEO,LIBGEO,ETTOT12,ETAZ12,ETBE12,ETFZ12,ETGU12,ETGZ12,ETOQ12,ETTEF012,ETAZ012,ETBE012,ETFZ012,ETGU012,ETGZ012,ETOQ012,ETTEF112,ETAZ112,ETBE112,ETFZ112,ETGU112,ETGZ112,ETOQ112,ETTEF1012,ETAZ1012,ETBE1012,ETFZ1012,ETGU1012,ETGZ1012,ETOQ1012,ETTEF2012,ETAZ2012,ETBE2012,ETFZ2012,ETGU2012,ETGZ2012,ETOQ2012,ETTEF5012,ETAZ5012,ETBE5012,ETFZ5012,ETGU5012,ETGZ5012,ETOQ5012,ETPTOT12,ETPAZ12,ETPBE12,ETPFZ12,ETPGU12,ETPGZ12,ETPOQ12,ETPTEF112,ETPAZ112,ETPBE112,ETPFZ112,ETPGU112,ETPGZ112,ETPOQ112,ETPTEF1012,ETPAZ1012,ETPBE1012,ETPFZ1012,ETPGU1012,ETPGZ1012,ETPOQ1012,ETPTEF2012,ETPAZ2012,ETPBE2012,ETPFZ2012,ETPGU2012,ETPGZ2012,ETPOQ2012,ETPTEF5012,ETPAZ5012,ETPBE5012,ETPFZ5012,ETPGU5012,ETPGZ5012,ETPOQ5012,ETPTEFCP12,ETPAZCP12,ETPBECP12,ETPFZCP12,ETPGUCP12,ETPGZCP12,ETPOQCP12,ETPRES12,ETNPRES12,ETPRESPUB12,ETNPRESPUB12,ETPPRES12,ETPNPRES12,ETPPRESPUB12,ETPNPRESPUB12,ENTOT12,ENAZ12,ENBE12,ENFZ12,ENGU12,ENGZ12,ENOQ12
72195,Mézeray,117,40,8,12,48,16,9,90,34,4,8,39,11,5,25,6,4,3,9,5,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,7,22,15,11,30,55,7,7,10,15,11,16,26,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,6,0,71,10,30,0,108,40,7,10,46,15,5
72196,Mézières-sur-Ponthouin,50,24,4,4,14,5,4,42,24,1,3,12,4,2,6,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,233,0,137,1,86,1,9,14,0,3,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,85,0,0,134,0,134,0,0,0,0,17,33,4,0,12,221,9,0,46,24,3,4,14,5,1
72197,Mézières-sous-Lavardin,48,12,3,6,22,3,5,39,9,1,6,22,3,1,9,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4,0,0,0,7,16,5,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,5,0,10,6,10,0,47,12,3,6,22,3,4
72198,"La Milesse",176,13,12,25,102,26,24,126,13,5,11,78,17,19,39,0,4,11,21,8,3,7,0,2,2,3,1,0,3,0,1,0,0,0,2,1,0,0,1,0,0,0,378,0,73,117,106,44,82,135,0,15,38,68,33,14,92,0,26,28,38,11,0,100,0,32,0,0,0,68,51,0,0,51,0,0,0,0,0,0,0,0,0,0,104,72,6,0,279,99,38,0,157,13,12,24,90,22,18
72199,Moitron-sur-Sarthe,21,10,0,2,8,3,1,16,8,0,2,6,2,0,5,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,3,2,2,7,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,0,2,5,2,0,20,10,0,1,8,3,1
72200,Moncé-en-Belin,187,17,12,27,116,39,15,127,16,3,17,82,24,9,46,1,5,9,27,10,4,6,0,2,0,3,2,1,7,0,1,1,4,3,1,1,0,1,0,0,0,0,466,1,126,39,238,144,62,148,1,16,19,99,39,13,75,0,25,0,38,28,12,186,0,28,20,101,77,37,57,0,57,0,0,0,0,0,0,0,0,0,0,0,117,70,5,0,221,245,58,0,166,17,10,26,101,35,12
72201,Moncé-en-Saosnois,22,10,1,1,9,3,1,19,10,1,0,8,2,0,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,13,13,3,5,0,0,2,0,0,3,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,1,0,5,13,3,0,22,10,1,1,9,3,1
72202,Monhoudou,21,13,0,2,4,0,2,17,11,0,1,4,0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,1,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,0,2,4,1,0,20,13,0,2,3,0,2
72203,Montabon,37,10,0,5,19,1,3,28,9,0,3,16,1,0,8,1,0,1,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,13,4,0,13,19,1,0,1,4,0,13,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,3,0,29,2,13,0,35,10,0,5,18,1,2
72204,Montaillé,66,41,3,1,17,4,4,54,35,2,1,15,3,1,12,6,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,5,0,15,7,8,35,7,5,0,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,4,0,8,27,8,0,62,40,3,1,16,3,2
72205,Montbizot,87,16,7,15,44,7,5,63,15,6,4,35,4,3,19,1,0,10,8,3,0,3,0,0,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,159,2,25,52,54,14,26,69,2,0,39,28,14,0,39,0,0,13,0,0,26,51,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,2,0,128,31,26,0,81,16,7,15,39,6,4
72207,Montigny,10,5,0,1,3,0,1,9,5,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,1,0,1,0,10,5,0,1,3,0,1
72208,Montmirail,67,18,5,5,34,9,5,52,17,5,3,27,5,0,14,1,0,2,7,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,76,1,0,10,9,5,56,35,1,0,10,9,5,15,0,0,0,0,0,0,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,4,0,72,4,49,0,58,18,3,5,29,9,3
72209,Montreuil-le-Chétif,32,15,1,3,12,4,1,28,13,1,2,12,4,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0,2,8,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,2,0,6,2,2,0,32,15,1,3,12,4,1
72210,Montreuil-le-Henri,27,13,1,1,8,3,4,24,13,1,0,8,3,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,3,0,5,0,4,0,24,13,0,1,8,3,2
72211,Mont-Saint-Jean,84,48,0,6,28,5,2,73,45,0,5,23,4,0,11,3,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,1,6,1,6,18,5,0,1,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,2,0,11,7,6,0,82,48,0,6,27,5,1
72212,Moulins-le-Carbonnel,67,27,2,4,26,3,8,58,24,2,4,25,3,3,8,3,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,63,3,0,0,4,0,56,29,3,0,0,4,0,22,0,0,0,0,0,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,3,0,60,3,48,0,62,27,1,4,24,3,6
72213,Mulsanne,302,9,24,28,204,72,37,191,9,10,12,137,38,23,76,0,6,13,51,25,6,16,0,4,3,7,3,2,13,0,2,0,6,5,5,6,0,2,0,3,1,1,1411,0,249,93,772,492,297,261,0,17,49,173,100,22,211,0,48,44,88,41,31,422,0,48,0,202,167,172,333,0,136,0,125,0,72,184,0,0,0,184,184,0,185,117,9,0,1083,328,161,0,242,9,21,27,160,53,25
72214,Nauvay,5,4,0,0,0,0,1,4,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,5,4,0,0,0,0,1
72215,Neufchâtel-en-Saosnois,79,14,2,13,37,10,13,63,14,1,9,30,8,9,14,0,1,4,6,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98,0,7,14,27,4,50,57,0,7,14,16,4,20,11,0,0,0,11,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,5,0,91,7,50,0,73,14,2,13,33,10,11
72216,Neuvillalais,59,27,4,6,18,3,4,50,22,4,5,18,3,1,9,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,5,0,0,12,26,9,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,3,0,17,9,12,0,57,28,3,6,17,3,3
72217,Neuville-sur-Sarthe,160,25,5,32,80,15,18,115,22,2,17,59,11,15,40,3,1,14,21,4,1,1,0,0,0,0,0,1,3,0,1,1,0,0,1,1,0,1,0,0,0,0,382,3,204,92,49,7,34,106,3,5,48,49,7,1,11,0,0,0,0,0,11,108,0,42,44,0,0,22,0,0,0,0,0,0,0,157,0,157,0,0,0,0,96,64,3,0,161,221,33,0,152,24,4,31,76,15,17
72218,Neuvillette-en-Charnie,34,16,1,6,10,4,1,30,16,1,6,7,3,0,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,2,5,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,1,0,4,1,2,0,34,16,1,6,10,4,1
72219,Neuvy-en-Champagne,40,21,4,3,8,2,4,31,15,4,2,8,2,2,9,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,2,0,0,4,13,7,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,2,0,6,7,4,0,39,21,4,3,8,2,3
72220,Nogent-le-Bernard,83,36,6,8,25,10,8,69,35,6,5,21,6,2,13,1,0,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,1,0,11,8,8,80,43,1,0,11,8,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,0,0,0,0,0,0,0,33,50,4,0,98,2,70,0,76,32,5,8,24,9,7
72221,Nogent-sur-Loir,42,17,0,3,18,1,4,35,17,0,2,15,1,1,7,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,8,0,11,24,0,0,5,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,4,0,17,7,11,0,40,18,0,3,17,1,2
72222,Nouans,28,14,1,3,9,4,1,23,11,1,2,9,4,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,5,0,0,2,12,5,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,1,0,7,5,2,0,26,13,1,3,8,3,1
72223,Noyen-sur-Sarthe,188,57,13,10,90,26,18,131,43,6,7,69,20,6,46,12,5,3,18,4,8,6,1,0,0,3,2,2,4,1,1,0,0,0,2,1,0,1,0,0,0,0,494,60,202,9,96,49,127,119,19,8,9,54,26,29,82,13,0,0,42,23,27,138,28,39,0,0,0,71,0,0,0,0,0,0,0,155,0,155,0,0,0,0,85,103,6,0,184,310,96,0,165,55,9,9,79,25,13
72224,Nuillé-le-Jalais,29,5,1,5,13,5,5,26,5,1,4,13,5,3,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,6,8,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,3,0,8,0,6,0,26,5,0,5,13,5,3
72225,Oisseau-le-Petit,50,10,5,4,24,6,7,33,9,2,2,20,5,0,14,1,3,2,3,0,5,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,96,1,17,5,14,10,59,46,1,17,5,4,0,19,26,0,0,0,10,10,16,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,3,0,69,27,16,0,47,10,4,4,23,6,6
72226,Oizé,64,20,2,4,35,12,3,51,18,1,3,28,10,1,12,2,1,1,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,2,3,13,4,20,32,5,2,3,13,4,9,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,3,0,33,10,20,0,58,20,2,4,31,10,1
72227,Panon,7,5,0,0,1,1,1,6,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,2,0,0,7,5,0,0,1,1,1
72228,Parcé-sur-Sarthe,167,49,12,10,81,19,15,124,41,5,6,63,9,9,35,8,7,4,13,5,3,5,0,0,0,3,3,2,2,0,0,0,2,2,0,1,0,0,0,0,0,1,305,10,27,25,146,118,97,114,10,27,25,41,13,11,70,0,0,0,41,41,29,64,0,0,0,64,64,0,57,0,0,0,0,0,57,0,0,0,0,0,0,0,70,97,5,0,188,117,94,0,143,46,10,10,67,15,10
72229,Parennes,48,23,1,5,17,7,2,42,21,1,4,16,6,0,5,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,3,1,1,15,13,4,0,3,1,1,5,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,2,0,19,4,15,0,47,23,1,5,17,7,1
72230,Parigné-le-Pôlin,53,7,4,7,21,4,14,36,7,3,4,18,4,4,14,0,1,3,3,0,7,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,1,8,6,0,77,45,0,1,8,6,0,30,27,0,0,0,0,0,27,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,6,0,91,1,42,0,43,7,4,7,19,4,6
72231,Parigné-l'Évêque,314,50,19,29,171,41,45,218,44,11,15,121,27,27,78,6,4,11,48,13,9,6,0,3,0,1,0,2,4,0,0,2,0,0,2,8,0,1,1,1,1,5,1232,18,227,155,235,132,597,268,18,16,47,141,50,46,71,0,34,0,12,0,25,104,0,0,53,0,0,51,366,0,0,55,82,82,229,423,0,177,0,0,0,246,181,133,11,0,966,266,241,0,272,49,15,28,146,36,34
72232,Notre-Dame-du-Pé,24,8,1,2,9,3,4,21,8,1,2,8,3,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,8,9,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0,9,0,8,0,22,8,1,2,9,3,2
72233,Peray,9,5,0,1,2,0,1,9,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,9,5,0,1,2,0,1
72234,Pezé-le-Robert,24,13,0,2,8,3,1,20,11,0,1,8,3,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2,0,0,2,9,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,1,0,4,5,2,0,24,13,0,2,8,3,1
72235,Piacé,53,23,2,5,20,3,3,40,16,1,5,18,3,0,12,7,0,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,62,17,35,0,2,0,8,27,17,0,0,2,0,8,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,3,0,10,52,8,0,50,23,1,5,19,3,2
72236,Pincé,16,5,1,2,6,3,2,13,5,1,2,4,2,1,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,1,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,0,1,3,1,0,15,4,1,2,6,3,2
72237,Pirmil,31,14,1,4,10,2,2,30,14,1,4,10,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,2,0,3,0,3,0,29,13,1,4,10,2,1
72238,Pizieux,12,5,0,2,4,1,1,11,4,0,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,1,0,0,12,5,0,1,5,1,1
72239,Poillé-sur-Vègre,58,25,4,5,21,7,3,45,18,4,5,17,6,1,13,7,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,8,2,10,29,11,0,0,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,4,0,12,17,10,0,53,25,2,5,20,7,1
72240,Poncé-sur-le-Loir,50,11,11,3,19,2,6,43,9,11,2,18,2,3,7,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,1,0,7,11,2,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,5,0,8,3,7,0,45,10,9,3,19,2,4
72241,Montfort-le-Gesnois,214,18,13,29,123,33,31,142,14,6,18,84,21,20,50,4,5,4,33,9,4,13,0,1,4,4,2,4,6,0,1,2,1,0,2,3,0,0,1,1,1,1,711,7,60,204,236,111,204,146,7,17,26,81,33,15,184,0,16,62,58,27,48,203,0,27,58,46,0,72,178,0,0,58,51,51,69,0,0,0,0,0,0,0,132,82,8,0,592,119,133,0,183,17,11,27,103,29,25
72243,Pontvallain,110,20,8,18,50,16,14,80,19,4,10,39,11,8,21,1,2,6,11,5,1,6,0,1,2,0,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,271,2,55,37,23,10,154,50,2,5,17,23,10,3,78,0,14,20,0,0,44,68,0,36,0,0,0,32,75,0,0,0,0,0,75,0,0,0,0,0,0,0,67,43,6,0,210,61,134,0,104,20,7,19,47,16,11
72244,Précigné,256,48,13,23,151,18,21,208,43,5,17,131,13,12,40,5,4,6,19,4,6,2,0,1,0,1,1,0,2,0,0,0,0,0,2,4,0,3,0,0,0,1,804,8,472,22,57,21,245,120,8,18,22,47,11,25,24,0,14,0,10,10,0,55,0,0,0,0,0,55,69,0,69,0,0,0,0,536,0,371,0,0,0,165,95,161,6,0,327,477,53,0,233,46,11,22,141,18,13
