CODGEO,LIBGEO,ETTOT12,ETAZ12,ETBE12,ETFZ12,ETGU12,ETGZ12,ETOQ12,ETTEF012,ETAZ012,ETBE012,ETFZ012,ETGU012,ETGZ012,ETOQ012,ETTEF112,ETAZ112,ETBE112,ETFZ112,ETGU112,ETGZ112,ETOQ112,ETTEF1012,ETAZ1012,ETBE1012,ETFZ1012,ETGU1012,ETGZ1012,ETOQ1012,ETTEF2012,ETAZ2012,ETBE2012,ETFZ2012,ETGU2012,ETGZ2012,ETOQ2012,ETTEF5012,ETAZ5012,ETBE5012,ETFZ5012,ETGU5012,ETGZ5012,ETOQ5012,ETPTOT12,ETPAZ12,ETPBE12,ETPFZ12,ETPGU12,ETPGZ12,ETPOQ12,ETPTEF112,ETPAZ112,ETPBE112,ETPFZ112,ETPGU112,ETPGZ112,ETPOQ112,ETPTEF1012,ETPAZ1012,ETPBE1012,ETPFZ1012,ETPGU1012,ETPGZ1012,ETPOQ1012,ETPTEF2012,ETPAZ2012,ETPBE2012,ETPFZ2012,ETPGU2012,ETPGZ2012,ETPOQ2012,ETPTEF5012,ETPAZ5012,ETPBE5012,ETPFZ5012,ETPGU5012,ETPGZ5012,ETPOQ5012,ETPTEFCP12,ETPAZCP12,ETPBECP12,ETPFZCP12,ETPGUCP12,ETPGZCP12,ETPOQCP12,ETPRES12,ETNPRES12,ETPRESPUB12,ETNPRESPUB12,ETPPRES12,ETPNPRES12,ETPPRESPUB12,ETPNPRESPUB12,ENTOT12,ENAZ12,ENBE12,ENFZ12,ENGU12,ENGZ12,ENOQ12
88013,Aroffe,16,6,0,1,6,3,3,15,6,0,1,6,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,1,0,0,0,16,6,0,1,6,3,3
88014,Arrentès-de-Corcieux,22,12,0,1,8,2,1,21,12,0,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,1,0,2,0,2,0,21,10,0,1,9,2,1
88015,Attignéville,26,8,2,2,10,1,4,19,7,1,2,8,0,1,6,1,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,2,21,0,4,2,9,15,2,0,0,4,2,9,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,3,0,13,23,9,0,23,8,1,2,9,1,3
88016,Attigny,20,9,1,1,7,0,2,16,8,1,0,6,0,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,2,0,1,7,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,0,6,1,1,0,19,9,1,1,6,0,2
88017,Aulnois,18,6,1,3,7,1,1,16,6,1,2,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,1,1,0,0,18,6,1,3,7,1,1
88018,Aumontzey,30,4,1,12,11,1,2,20,4,1,4,11,1,0,8,0,0,6,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,47,0,0,3,21,0,0,18,0,0,3,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,2,0,50,0,3,0,27,4,0,11,11,1,1
88019,Autigny-la-Tour,24,7,2,4,9,1,2,21,7,1,3,9,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,2,1,1,0,23,7,2,4,8,1,2
88020,Autreville,9,1,0,0,6,3,2,8,1,0,0,5,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,0,0,9,1,0,0,6,3,2
88021,Autrey,33,13,6,4,8,2,2,24,11,3,4,6,1,0,9,2,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,14,0,8,5,3,27,2,14,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,2,0,12,15,3,0,31,13,5,4,8,2,1
88022,Auzainvilliers,34,10,5,6,11,5,2,25,9,3,3,9,3,1,8,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,94,2,8,6,76,76,2,20,2,8,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,74,74,0,0,0,0,0,0,0,0,12,22,2,0,10,84,2,0,28,10,2,6,8,4,2
88023,Avillers,7,4,0,0,1,0,2,5,2,0,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,1,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,11,0,0,7,4,0,0,1,0,2
88024,Avrainville,12,1,1,4,3,1,3,9,1,1,2,3,1,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,8,10,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,10,0,9,0,12,1,1,4,3,1,3
88025,Avranville,14,8,0,0,5,0,1,11,5,0,0,5,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,3,0,0,12,8,0,0,3,0,1
88026,Aydoilles,63,8,3,7,40,12,5,46,5,1,6,31,6,3,15,3,2,1,7,5,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,11,2,5,45,29,14,53,11,2,5,21,17,14,24,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,5,0,32,45,15,0,54,7,2,8,34,7,3
88027,Badménil-aux-Bois,10,3,1,0,5,2,1,8,3,0,0,5,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,2,2,2,0,10,3,1,0,5,2,1
88028,"La Baffe",36,8,3,6,13,2,6,29,8,1,4,13,2,3,5,0,2,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,14,0,0,21,18,0,6,3,0,0,9,23,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,4,0,35,6,9,0,31,7,2,6,13,2,3
88029,Bains-les-Bains,162,17,12,8,97,21,28,122,17,9,7,76,14,13,34,0,3,1,20,6,10,3,0,0,0,1,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,256,0,3,1,69,31,183,92,0,3,1,51,13,37,51,0,0,0,18,18,33,113,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,55,15,0,243,13,180,0,140,17,8,8,86,19,21
88030,Bainville-aux-Saules,18,3,1,2,10,2,2,14,3,1,2,8,2,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,5,16,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,10,6,5,0,17,3,1,2,10,2,1
88031,Balléville,7,1,1,1,1,1,3,3,0,1,0,1,1,1,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,4,1,3,0,5,1,1,1,1,1,1
88032,Ban-de-Laveline,111,28,13,13,40,7,17,84,28,5,7,33,6,11,23,0,6,6,7,1,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,55,14,28,4,31,75,0,23,14,28,4,10,53,0,32,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,6,0,66,62,31,0,106,28,13,13,40,7,12
88033,Ban-de-Sapt,50,24,1,6,15,3,4,43,23,1,4,14,3,1,7,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,2,0,8,15,1,0,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,2,0,14,1,5,0,48,23,1,6,15,3,3
88035,Barbey-Seroux,11,1,3,0,6,2,1,7,0,2,0,5,2,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,12,0,1,0,3,5,1,0,0,1,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,4,13,3,0,9,1,2,0,5,1,1
88036,Barville,12,1,2,2,5,2,2,8,0,0,1,5,2,2,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,7,18,0,0,0,8,1,7,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,18,8,0,0,10,1,0,2,5,2,2
88037,Basse-sur-le-Rupt,70,17,11,13,24,6,5,61,16,9,13,21,6,2,7,1,1,0,2,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58,1,13,0,29,0,15,25,1,2,0,7,0,15,11,0,11,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,2,0,44,14,7,0,62,16,10,12,21,4,3
88038,Battexey,9,3,0,0,5,3,1,9,3,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,9,3,0,0,5,3,1
88039,Baudricourt,21,1,2,2,14,9,2,9,1,1,1,6,3,0,11,0,1,1,7,5,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,75,0,6,6,58,54,5,40,0,6,6,23,19,5,0,0,0,0,0,0,0,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,22,53,5,0,16,1,1,2,11,7,1
88040,Bayecourt,20,9,3,4,2,0,2,16,8,2,4,2,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,4,7,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2,0,4,3,4,0,19,9,3,4,2,0,1
88041,Bazegney,7,3,0,0,3,1,1,7,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,7,3,0,0,3,1,1
88042,Bazien,12,4,0,1,6,1,1,12,4,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,0,0,10,3,0,1,5,1,1
88043,Bazoilles-et-Ménil,8,3,0,3,1,0,1,6,3,0,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,0,1,0,7,3,0,3,0,0,1
88044,Bazoilles-sur-Meuse,46,8,6,2,23,7,7,38,8,4,1,20,7,5,7,0,1,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,21,6,13,0,7,28,0,2,6,13,0,7,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,3,0,14,33,7,0,43,8,5,2,22,6,6
88045,Beaufremont,13,5,1,1,4,1,2,12,4,1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,1,0,0,11,4,0,1,4,1,2
88046,Beauménil,14,2,5,0,5,2,2,11,2,4,0,4,1,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,2,1,5,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,0,1,4,1,0,12,2,4,0,5,2,1
88047,Begnécourt,20,1,6,4,7,4,2,14,1,4,2,7,4,0,6,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,2,0,0,2,12,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,0,7,5,5,0,18,1,6,4,6,3,1
88048,Bellefontaine,91,28,4,20,34,11,5,75,24,3,15,30,8,3,15,4,1,5,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,1,13,17,16,17,42,5,1,13,17,16,6,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,2,0,31,22,17,0,87,28,3,19,33,11,4
88049,Belmont-lès-Darney,7,3,0,1,2,1,1,5,2,0,1,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,1,0,7,3,0,1,2,1,1
88050,Belmont-sur-Buttant,24,8,3,4,6,2,3,18,7,2,2,6,2,1,5,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,4,14,0,0,4,18,9,4,1,0,0,4,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,2,0,18,13,4,0,23,8,3,4,6,2,2
88051,Belmont-sur-Vair,8,2,0,2,2,1,2,5,2,0,1,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,31,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,34,0,3,0,7,2,0,2,2,1,1
88052,Belrupt,13,5,1,1,5,1,1,10,4,1,1,4,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,5,1,9,3,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,0,6,3,1,0,12,5,1,1,4,1,1
88053,Belval,20,7,0,2,9,2,2,15,7,0,1,7,2,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,20,5,0,3,8,0,0,0,5,0,3,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,28,0,3,0,19,7,0,2,9,2,1
88054,Bertrimoutier,49,8,1,9,22,7,9,39,7,0,6,20,6,6,9,0,1,3,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52,24,3,13,4,1,8,28,0,3,13,4,1,8,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,4,0,24,28,8,0,45,8,1,8,20,7,8
88055,Bettegney-Saint-Brice,12,5,1,1,4,0,1,10,5,1,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,2,0,1,0,12,5,1,1,4,0,1
88056,Bettoncourt,6,3,0,2,0,0,1,4,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,4,0,1,0,6,3,0,2,0,0,1
88057,"Le Beulay",9,2,0,1,2,0,4,5,2,0,0,0,0,3,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,3,0,5,10,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,9,1,7,0,9,2,0,1,2,0,4
88058,Biécourt,10,4,1,0,4,1,1,6,3,0,0,3,0,0,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,5,0,5,5,1,12,1,5,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,6,6,1,0,10,4,1,0,4,1,1
88059,Biffontaine,27,7,2,4,9,3,5,22,6,2,4,9,3,1,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,17,18,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,4,0,17,1,14,0,25,6,2,4,9,3,4
88060,Blémerey,4,1,0,0,1,0,2,3,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,6,0,0,3,1,0,0,0,0,2
88061,Bleurville,37,10,4,3,16,5,4,25,9,2,0,14,5,0,9,1,1,3,1,0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,20,3,11,0,20,16,1,4,3,1,0,7,39,0,16,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,3,0,24,31,7,0,35,10,3,3,16,5,3
88062,Blevaincourt,9,4,1,1,1,0,2,7,4,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,3,0,3,0,8,4,1,1,0,0,2
88063,Bocquegney,15,2,1,5,5,1,2,13,2,1,4,5,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,3,0,1,0,13,1,1,5,4,1,2
88064,Bois-de-Champ,8,1,0,0,3,2,4,7,1,0,0,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,0,1,0,8,1,0,0,3,2,4
88065,Bonvillet,26,4,0,5,12,6,5,19,3,0,4,9,4,3,7,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,3,10,8,3,17,1,0,3,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,0,10,7,3,0,24,4,0,5,11,6,4
88066,Boulaincourt,10,4,0,1,4,1,1,8,3,0,1,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,2,0,0,10,4,0,1,4,1,1
88068,"La Bourgonce",53,10,7,6,23,9,7,45,10,5,4,22,8,4,8,0,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,3,1,1,15,29,0,10,3,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,5,0,19,10,15,0,50,10,7,6,21,8,6
88069,Bouxières-aux-Bois,16,4,1,0,9,4,2,14,4,1,0,8,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,0,3,1,3,0,16,4,1,0,9,4,2
88070,Bouxurulles,13,4,1,1,5,0,2,11,4,1,1,4,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,2,0,1,0,11,3,1,1,4,0,2
88071,Bouzemont,5,2,0,0,2,0,1,2,1,0,0,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,1,1,0,5,2,0,0,2,0,1
88073,Brantigny,13,1,0,3,6,1,3,10,1,0,3,5,0,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,7,2,9,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,0,2,7,2,0,12,1,0,3,6,1,2
88074,Brechainville,3,2,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,3,2,0,0,0,0,1
88075,"La Bresse",580,23,60,52,333,78,112,387,22,29,31,210,43,95,149,1,15,16,105,32,12,26,0,10,3,12,2,1,9,0,2,2,3,0,2,9,0,4,0,3,1,2,1808,1,652,156,724,196,275,514,1,67,61,336,123,49,326,0,128,34,153,23,11,257,0,68,61,75,0,53,463,0,141,0,160,50,162,248,0,248,0,0,0,0,406,174,11,1,1083,725,221,10,496,21,41,44,288,66,102
88076,Brouvelieures,34,4,2,6,17,5,5,23,3,1,3,14,4,2,10,1,1,2,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,2,16,14,1,13,33,2,2,2,14,1,13,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,3,0,45,2,13,0,33,4,2,6,17,5,4
88077,Brû,27,4,2,8,11,1,2,21,4,1,5,11,1,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,22,3,0,0,9,12,0,0,3,0,0,9,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,2,0,12,22,9,0,24,3,2,8,10,1,1
88078,Bruyères,292,3,14,17,197,64,61,175,3,6,11,121,35,34,94,0,5,5,69,25,15,11,0,2,1,4,2,4,5,0,0,0,1,1,4,7,0,1,0,2,1,4,1288,0,139,38,461,248,650,287,0,11,26,193,80,57,141,0,20,12,59,29,50,184,0,0,0,30,30,154,259,0,0,0,70,0,189,417,0,108,0,109,109,200,226,66,28,0,1116,172,553,0,224,3,10,15,157,50,39
