CODGEO,LIBGEO,ETTOT12,ETAZ12,ETBE12,ETFZ12,ETGU12,ETGZ12,ETOQ12,ETTEF012,ETAZ012,ETBE012,ETFZ012,ETGU012,ETGZ012,ETOQ012,ETTEF112,ETAZ112,ETBE112,ETFZ112,ETGU112,ETGZ112,ETOQ112,ETTEF1012,ETAZ1012,ETBE1012,ETFZ1012,ETGU1012,ETGZ1012,ETOQ1012,ETTEF2012,ETAZ2012,ETBE2012,ETFZ2012,ETGU2012,ETGZ2012,ETOQ2012,ETTEF5012,ETAZ5012,ETBE5012,ETFZ5012,ETGU5012,ETGZ5012,ETOQ5012,ETPTOT12,ETPAZ12,ETPBE12,ETPFZ12,ETPGU12,ETPGZ12,ETPOQ12,ETPTEF112,ETPAZ112,ETPBE112,ETPFZ112,ETPGU112,ETPGZ112,ETPOQ112,ETPTEF1012,ETPAZ1012,ETPBE1012,ETPFZ1012,ETPGU1012,ETPGZ1012,ETPOQ1012,ETPTEF2012,ETPAZ2012,ETPBE2012,ETPFZ2012,ETPGU2012,ETPGZ2012,ETPOQ2012,ETPTEF5012,ETPAZ5012,ETPBE5012,ETPFZ5012,ETPGU5012,ETPGZ5012,ETPOQ5012,ETPTEFCP12,ETPAZCP12,ETPBECP12,ETPFZCP12,ETPGUCP12,ETPGZCP12,ETPOQCP12,ETPRES12,ETNPRES12,ETPRESPUB12,ETNPRESPUB12,ETPPRES12,ETPNPRES12,ETPPRESPUB12,ETPNPRESPUB12,ENTOT12,ENAZ12,ENBE12,ENFZ12,ENGU12,ENGZ12,ENOQ12
38348,Ruy,407,44,24,71,224,63,44,298,44,12,45,162,30,35,79,0,6,21,48,24,4,16,0,2,3,8,6,3,14,0,4,2,6,3,2,0,0,0,0,0,0,0,928,0,176,163,468,274,121,239,0,10,61,156,82,12,227,0,29,38,114,86,46,462,0,137,64,198,106,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,213,5,0,526,402,56,0,371,42,24,67,203,54,35
38349,Sablons,144,9,13,27,81,24,14,105,6,9,13,68,18,9,33,3,2,12,12,5,4,5,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,207,8,50,66,54,33,29,119,8,16,38,42,21,15,66,0,12,28,12,12,14,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,54,6,0,133,74,32,0,126,9,6,25,75,22,11
38350,Sainte-Agnès,62,15,4,6,28,0,9,54,14,4,5,26,0,5,7,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36,2,0,20,2,0,12,16,2,0,0,2,0,12,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,2,0,32,4,9,0,57,16,4,5,25,0,7
38351,Saint-Agnin-sur-Bion,80,20,6,17,35,7,2,59,19,5,7,28,5,0,21,1,1,10,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,22,12,2,13,49,1,1,22,12,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,2,0,39,10,13,0,78,20,5,17,35,7,1
38352,Saint-Alban-de-Roche,199,12,12,22,125,30,28,149,10,8,13,95,19,23,37,2,3,5,23,7,4,9,0,0,2,6,4,1,3,0,0,2,1,0,0,1,0,1,0,0,0,0,373,4,70,91,178,81,30,111,4,10,13,71,25,13,127,0,0,23,87,56,17,75,0,0,55,20,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,101,98,4,0,187,186,28,0,184,12,13,21,116,26,22
38353,Saint-Alban-du-Rhône,39,3,8,7,17,3,4,31,2,7,5,16,2,1,6,1,1,1,1,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,1,12,1,1,19,14,5,1,1,1,1,6,24,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,5,0,31,7,19,0,34,3,7,7,15,3,2
38354,Saint-Albin-de-Vaulserre,24,8,2,1,11,2,2,20,7,2,0,10,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,4,4,4,10,1,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,2,0,9,1,4,0,22,8,2,1,10,1,1
38355,Saint-Andéol,22,5,0,3,9,0,5,14,4,0,3,5,0,2,8,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,9,0,5,15,1,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,0,13,2,12,0,19,5,0,3,7,0,4
38356,Saint-André-en-Royans,40,18,1,2,11,3,8,35,16,1,1,11,3,6,5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,5,8,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,2,0,6,2,5,0,38,17,1,2,11,3,7
38357,Saint-André-le-Gaz,191,14,8,26,119,33,24,146,12,2,18,100,27,14,33,2,2,8,16,6,5,7,0,1,0,2,0,4,5,0,3,0,1,0,1,0,0,0,0,0,0,0,352,8,124,27,86,19,107,99,8,8,27,39,19,17,94,0,11,0,26,0,57,159,0,105,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,78,5,0,202,150,29,0,180,14,6,26,116,32,18
38358,Sainte-Anne-sur-Gervonde,45,16,1,6,20,6,2,36,15,1,3,17,5,0,8,1,0,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,21,6,1,9,23,1,0,7,6,1,9,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,2,0,31,6,9,0,42,15,1,6,19,5,1
38359,Saint-Antoine-l'Abbaye,163,53,13,18,60,14,19,137,53,10,14,48,11,12,22,0,2,4,11,3,5,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,21,15,31,7,40,49,0,2,15,21,7,11,58,0,19,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,83,4,0,83,24,18,0,153,51,13,18,54,13,17
38360,Saint-Appolinard,53,34,1,4,11,2,3,47,33,1,2,10,2,1,6,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,6,1,0,4,13,2,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,3,0,10,3,4,0,49,33,1,4,10,2,1
38361,Saint-Arey,10,3,1,1,4,0,1,9,3,1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,4,0,4,0,10,3,1,1,4,0,1
38362,Saint-Aupre,68,13,2,8,38,11,7,59,13,0,5,36,11,5,8,0,2,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,81,0,10,13,42,0,16,42,0,10,13,3,0,16,0,0,0,0,0,0,0,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,2,0,68,13,16,0,66,13,2,8,37,11,6
38363,Saint-Barthélemy,94,23,8,10,49,22,4,67,20,5,7,35,14,0,25,3,3,3,13,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,160,3,16,8,98,78,35,88,3,16,8,45,25,16,19,0,0,0,0,0,19,0,0,0,0,0,0,0,53,0,0,0,53,53,0,0,0,0,0,0,0,0,45,49,2,0,124,36,15,0,86,22,8,10,43,18,3
38364,Saint-Barthélemy-de-Séchilienne,24,2,3,1,13,2,5,21,2,3,1,12,2,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,8,13,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0,13,0,8,0,20,2,1,1,13,2,3
38365,Saint-Baudille-de-la-Tour,63,18,3,13,24,5,5,51,16,2,9,21,5,3,12,2,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,11,3,0,6,23,2,1,11,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,2,0,18,5,6,0,59,18,2,11,24,6,4
38366,Saint-Baudille-et-Pipet,53,28,3,6,12,2,4,46,26,2,5,10,1,3,7,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,1,10,8,1,17,3,2,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,1,0,4,13,1,0,53,28,3,6,12,2,4
38367,Saint-Bernard,60,10,2,7,32,2,9,54,10,2,6,29,1,7,6,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,7,1,5,14,0,0,2,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,1,0,13,1,4,0,58,9,2,7,31,2,9
38368,Saint-Blaise-du-Buis,71,16,6,11,32,8,6,53,14,2,6,27,7,4,14,2,1,5,4,0,2,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,1,0,221,8,115,16,69,63,13,48,8,5,16,6,0,13,14,0,14,0,0,0,0,96,0,96,0,0,0,0,63,0,0,0,63,63,0,0,0,0,0,0,0,0,28,43,2,0,32,189,13,0,66,15,5,11,30,7,5
38369,Sainte-Blandine,75,20,4,9,37,15,5,53,19,0,6,26,8,2,14,1,1,1,8,4,3,4,0,2,0,2,2,0,3,0,1,1,1,1,0,1,0,0,1,0,0,0,233,2,48,82,90,84,11,33,2,3,4,13,7,11,50,0,21,0,29,29,0,92,0,24,20,48,48,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,22,53,3,0,94,139,11,0,66,19,4,9,30,10,4
38370,Saint-Bonnet-de-Chavagne,78,40,5,7,23,5,3,71,39,4,6,21,5,1,6,0,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,4,3,2,0,12,21,0,4,3,2,0,12,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,55,3,0,16,19,15,0,75,39,5,6,23,5,2
38372,Saint-Bueil,47,5,4,15,16,4,7,38,5,3,12,14,4,4,8,0,1,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,2,7,3,0,48,25,0,2,7,3,0,13,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,3,0,56,4,13,0,42,5,3,14,16,4,4
38373,Saint-Cassien,88,15,6,17,44,9,6,72,13,4,13,38,7,4,15,2,2,4,6,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,4,14,18,4,15,44,3,4,14,18,4,5,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,4,0,44,10,15,0,84,15,6,17,42,9,4
38374,Saint-Chef,300,62,17,44,141,44,36,245,59,13,26,121,38,26,43,3,3,15,19,6,3,5,0,1,1,0,0,3,4,0,0,2,1,0,1,3,0,0,0,0,0,3,542,5,25,136,59,12,317,115,5,13,52,34,12,11,67,0,12,17,0,0,38,112,0,0,67,25,0,20,248,0,0,0,0,0,248,0,0,0,0,0,0,0,145,155,9,0,483,59,221,0,277,59,16,43,130,39,29
38375,Saint-Christophe-en-Oisans,34,4,1,1,26,0,2,33,4,1,1,26,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,1,0,8,0,8,0,31,4,1,1,23,0,2
38376,Saint-Christophe-sur-Guiers,68,10,7,12,32,6,7,55,9,3,9,29,5,5,12,1,4,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,16,8,5,1,22,36,1,16,8,5,1,6,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,3,0,38,14,22,0,63,9,6,12,32,6,4
38377,Saint-Clair-de-la-Tour,243,12,18,41,150,64,22,181,11,8,31,117,46,14,45,1,8,8,24,11,4,8,0,1,0,5,4,2,6,0,0,2,3,2,1,3,0,1,0,1,1,1,946,1,189,71,321,245,364,134,1,32,17,66,35,18,108,0,14,0,67,51,27,190,0,0,54,114,85,22,74,0,0,0,74,74,0,440,0,143,0,0,0,297,161,82,4,0,672,274,45,0,222,12,16,39,139,57,16
38378,Saint-Clair-du-Rhône,258,11,25,45,146,44,31,177,10,13,26,110,34,18,63,1,5,16,31,6,10,8,0,2,1,3,3,2,5,0,3,2,0,0,0,5,0,2,0,2,1,1,971,2,447,117,303,173,102,167,2,13,40,87,21,25,102,0,26,10,44,44,22,151,0,84,67,0,0,0,119,0,0,0,64,0,55,432,0,324,0,108,108,0,170,88,10,0,425,546,98,0,237,11,24,45,135,39,22
38379,Saint-Clair-sur-Galaure,31,11,1,3,12,3,4,26,9,1,3,11,3,2,4,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,14,0,4,6,2,0,0,0,0,4,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,2,0,4,16,4,0,29,10,1,3,12,3,3
38380,Saint-Didier-de-Bizonnes,23,9,2,5,4,1,3,19,9,2,4,3,1,1,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,5,8,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,2,0,7,1,5,0,22,9,2,5,4,1,2
38381,Saint-Didier-de-la-Tour,145,32,9,25,73,21,6,109,31,4,13,59,17,2,27,1,3,9,12,3,2,7,0,0,3,2,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,394,1,223,64,66,21,40,89,1,15,27,36,9,10,97,0,0,37,30,12,30,45,0,45,0,0,0,0,0,0,0,0,0,0,0,163,0,163,0,0,0,0,71,74,2,0,146,248,23,0,140,32,9,25,69,20,5
38382,Saint-Égrève,1259,14,68,107,848,267,222,770,14,27,62,514,89,153,368,0,21,33,272,150,42,64,0,10,7,33,14,14,30,0,4,5,15,8,6,27,0,6,0,14,6,7,7095,0,1300,310,3211,1822,2274,1303,0,95,92,935,597,181,875,0,173,75,436,196,191,903,0,128,143,463,259,169,1096,0,255,0,588,205,253,2918,0,649,0,789,565,1480,774,485,43,1,4424,2671,1872,0,1006,14,45,103,672,174,172
38383,Saint-Étienne-de-Crossey,209,24,8,24,113,23,40,169,22,2,15,96,19,34,32,2,4,9,15,3,2,7,0,1,0,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,214,2,64,23,54,20,71,79,2,13,23,32,9,9,103,0,19,0,22,11,62,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,93,3,0,130,84,43,0,197,24,6,24,109,24,34
38384,Saint-Étienne-de-Saint-Geoirs,414,31,42,39,246,61,56,263,28,14,20,163,36,38,110,3,14,15,72,23,6,15,0,7,3,3,1,2,16,0,6,1,4,0,5,10,0,1,0,4,1,5,1861,9,472,119,770,247,491,402,9,49,48,253,102,43,217,0,111,34,44,12,28,527,0,216,37,137,0,137,582,0,96,0,203,0,283,133,0,0,0,133,133,0,238,176,12,0,1090,771,254,0,342,26,32,35,206,47,43
38386,Saint-Geoire-en-Valdaine,227,33,20,25,114,23,35,179,31,13,14,95,18,26,40,2,6,11,17,5,4,5,0,1,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,2,443,2,35,32,70,17,304,124,2,21,32,49,17,20,61,0,14,0,21,0,26,31,0,0,0,0,0,31,64,0,0,0,0,0,64,163,0,0,0,0,0,163,133,94,9,0,399,44,211,0,206,32,18,25,102,21,29
38387,Saint-Geoirs,36,9,2,8,14,2,3,27,9,1,6,11,1,0,7,0,1,1,2,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,13,17,5,9,24,0,6,3,6,5,9,21,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,2,0,38,7,5,0,34,9,2,8,13,2,2
38388,Saint-Georges-de-Commiers,106,10,10,17,57,8,12,84,10,6,12,52,6,4,20,0,3,5,5,2,7,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,37,13,13,4,45,66,0,10,13,13,4,30,15,0,0,0,0,0,15,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,43,4,0,69,39,33,0,95,9,6,18,53,7,9
38389,Saint-Georges-d'Espéranche,317,45,24,42,168,47,38,236,42,13,26,125,35,30,59,3,6,13,36,9,1,11,0,2,2,3,1,4,7,0,3,1,1,1,2,4,0,0,0,3,1,1,833,4,133,94,433,193,169,180,4,18,30,119,31,9,156,0,30,30,44,18,52,203,0,85,34,30,30,54,180,0,0,0,126,0,54,114,0,0,0,114,114,0,168,149,7,0,386,447,128,0,292,41,21,42,155,43,33
38390,Saint-Gervais,46,9,5,7,21,4,4,37,8,3,6,19,3,1,7,1,1,0,2,1,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,89,1,45,19,6,2,18,28,1,3,0,6,2,18,19,0,0,19,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,4,0,43,46,18,0,42,9,3,7,20,4,3
38391,Saint-Guillaume,31,10,1,5,11,1,4,26,10,1,4,9,1,2,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,2,0,8,11,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,0,10,1,8,0,27,9,0,5,10,1,3
38392,Saint-Hilaire-de-Brens,46,5,4,6,29,9,2,36,4,3,3,26,8,0,9,1,1,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3,3,8,38,1,10,29,3,3,8,5,1,10,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,2,0,23,39,10,0,43,5,3,5,29,10,1
38393,Saint-Hilaire-de-la-Côte,114,21,15,13,55,10,10,95,20,11,11,45,6,8,17,1,3,2,10,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,24,6,21,8,22,47,1,11,6,21,8,8,27,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,56,3,0,40,34,22,0,107,19,12,13,55,10,8
38394,Saint-Hilaire-du-Rosier,192,46,21,23,84,15,18,159,46,12,17,72,12,12,25,0,6,6,9,2,4,5,0,2,0,2,0,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0,239,0,97,12,84,37,46,77,0,25,12,29,5,11,65,0,29,0,23,0,13,97,0,43,0,32,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,118,4,0,73,166,23,0,176,45,16,22,78,10,15
38395,Saint-Hilaire,83,3,3,3,53,8,21,62,3,2,3,40,3,14,17,0,1,0,11,5,5,3,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,121,0,2,0,73,9,46,45,0,2,0,19,9,24,35,0,0,0,13,0,22,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,17,7,0,79,42,49,0,76,3,3,3,50,7,17
38396,Saint-Honoré,60,17,3,7,28,4,5,52,17,1,6,26,4,2,6,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,252,0,234,2,2,0,14,18,0,0,2,2,0,14,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,205,0,205,0,0,0,0,30,30,4,0,18,234,14,0,54,17,2,6,27,4,2
38397,Saint-Ismier,626,23,21,48,389,65,145,485,20,12,36,304,46,113,115,3,6,11,76,16,19,11,0,2,0,4,2,5,7,0,0,1,3,0,3,8,0,1,0,2,1,5,1657,8,93,53,886,469,617,330,8,20,24,215,43,63,134,0,20,0,50,26,64,213,0,0,29,75,0,109,327,0,53,0,0,0,274,653,0,0,0,546,400,107,350,276,19,0,873,784,422,0,584,23,18,46,373,63,124
