CODGEO,LIBGEO,ETTOT12,ETAZ12,ETBE12,ETFZ12,ETGU12,ETGZ12,ETOQ12,ETTEF012,ETAZ012,ETBE012,ETFZ012,ETGU012,ETGZ012,ETOQ012,ETTEF112,ETAZ112,ETBE112,ETFZ112,ETGU112,ETGZ112,ETOQ112,ETTEF1012,ETAZ1012,ETBE1012,ETFZ1012,ETGU1012,ETGZ1012,ETOQ1012,ETTEF2012,ETAZ2012,ETBE2012,ETFZ2012,ETGU2012,ETGZ2012,ETOQ2012,ETTEF5012,ETAZ5012,ETBE5012,ETFZ5012,ETGU5012,ETGZ5012,ETOQ5012,ETPTOT12,ETPAZ12,ETPBE12,ETPFZ12,ETPGU12,ETPGZ12,ETPOQ12,ETPTEF112,ETPAZ112,ETPBE112,ETPFZ112,ETPGU112,ETPGZ112,ETPOQ112,ETPTEF1012,ETPAZ1012,ETPBE1012,ETPFZ1012,ETPGU1012,ETPGZ1012,ETPOQ1012,ETPTEF2012,ETPAZ2012,ETPBE2012,ETPFZ2012,ETPGU2012,ETPGZ2012,ETPOQ2012,ETPTEF5012,ETPAZ5012,ETPBE5012,ETPFZ5012,ETPGU5012,ETPGZ5012,ETPOQ5012,ETPTEFCP12,ETPAZCP12,ETPBECP12,ETPFZCP12,ETPGUCP12,ETPGZCP12,ETPOQCP12,ETPRES12,ETNPRES12,ETPRESPUB12,ETNPRESPUB12,ETPPRES12,ETPNPRES12,ETPPRESPUB12,ETPNPRESPUB12,ENTOT12,ENAZ12,ENBE12,ENFZ12,ENGU12,ENGZ12,ENOQ12
14532,"Le Reculey",24,14,0,3,5,0,2,20,11,0,3,5,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,2,4,2,0,24,14,0,3,5,0,2
14533,Repentigny,16,10,1,2,2,0,1,11,7,1,1,2,0,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,3,0,0,1,15,11,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,4,11,1,0,15,9,1,2,2,0,1
14534,Reux,60,19,4,7,27,3,3,41,14,0,5,21,2,1,15,5,2,2,4,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,314,22,115,2,172,142,3,49,22,5,2,17,0,3,13,0,0,0,13,0,0,39,0,39,0,0,0,0,71,0,71,0,0,0,0,142,0,0,0,142,142,0,23,37,2,0,18,296,3,0,48,18,3,6,19,0,2
14535,Reviers,46,3,1,9,29,2,4,35,2,1,7,24,2,1,10,1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,128,2,0,12,14,0,100,32,2,0,12,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,96,0,0,0,0,0,0,0,31,15,4,0,120,8,105,0,41,3,1,8,26,2,3
14536,"La Rivière-Saint-Sauveur",159,8,6,23,97,25,25,112,6,4,13,71,16,18,39,1,2,10,22,9,4,5,1,0,0,1,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,266,15,7,32,153,35,59,123,5,7,32,60,35,19,63,10,0,0,13,0,40,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,44,4,0,223,43,32,0,142,8,7,22,84,23,21
14538,Rocquancourt,43,5,2,10,24,4,2,30,5,1,3,21,4,0,9,0,0,7,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,378,0,273,18,73,0,14,21,0,0,18,1,0,2,30,0,0,0,18,0,12,0,0,0,0,0,0,0,54,0,0,0,54,0,0,273,0,273,0,0,0,0,26,17,2,0,51,327,14,0,42,5,2,10,24,5,1
14539,"La Rocque",13,9,0,1,2,1,1,13,9,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,13,9,0,1,2,1,1
14540,Rocques,33,6,0,8,15,3,4,28,6,0,7,12,3,3,4,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,4,24,0,1,7,0,0,4,2,0,1,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,1,0,28,1,1,0,32,6,0,8,14,3,4
14541,"La Roque-Baignard",28,13,1,1,11,3,2,23,12,1,1,9,2,0,4,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,19,4,5,11,2,0,0,4,4,5,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,1,0,20,6,1,0,25,11,1,1,10,2,2
14542,Rosel,38,8,2,3,21,6,4,33,8,2,3,18,5,2,5,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,3,7,12,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,1,0,10,2,2,0,37,7,2,3,21,5,4
14543,Rots,212,15,12,15,152,45,18,129,12,5,7,93,15,12,58,3,3,8,39,19,5,10,0,2,0,8,5,0,9,0,1,0,8,5,0,6,0,1,0,4,1,1,1322,6,145,23,1050,618,98,196,6,20,23,118,70,29,127,0,31,0,96,63,0,327,0,23,0,304,160,0,347,0,71,0,207,0,69,325,0,0,0,325,325,0,106,106,5,0,775,547,89,0,176,15,9,14,124,28,14
14544,Roucamps,18,7,1,1,5,3,4,15,6,1,0,5,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,1,6,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,0,5,1,1,0,18,7,1,1,5,3,4
14545,Roullours,75,25,3,9,33,13,5,59,24,1,5,28,12,1,13,1,1,3,5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,273,1,80,25,19,5,148,45,1,5,9,19,5,11,16,0,0,16,0,0,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,137,0,0,0,0,0,137,29,46,3,0,181,92,11,0,70,25,3,9,30,11,3
14546,Rouvres,25,11,0,2,9,2,3,19,11,0,1,7,1,0,6,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,4,3,7,14,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,0,11,3,8,0,20,11,0,2,5,0,2
14547,Rubercy,21,10,1,2,7,3,1,19,9,1,1,7,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1,0,2,1,0,0,20,10,0,2,7,3,1
14548,Rucqueville,15,3,2,1,7,1,2,14,2,2,1,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,0,1,0,0,15,3,2,1,7,1,2
14549,Rully,26,21,1,0,3,1,1,23,19,1,0,3,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,1,0,2,2,2,0,25,21,0,0,3,1,1
14550,Rumesnil,19,11,0,1,6,3,1,15,8,0,0,6,3,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,8,0,0,0,15,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,0,8,7,0,0,19,11,0,1,6,3,1
14551,Russy,25,10,0,2,12,0,1,23,9,0,2,12,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,1,0,2,1,2,0,23,10,0,3,9,0,1
14552,Ryes,44,16,2,4,16,4,6,29,11,1,1,13,3,3,14,5,1,3,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,1,5,9,7,17,25,5,1,5,9,7,5,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,4,0,32,5,17,0,39,16,2,4,13,3,4
14553,Saint-Agnan-le-Malherbe,14,6,0,3,4,0,1,11,6,0,3,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,1,2,0,0,14,6,0,3,4,0,1
14554,Saint-Aignan-de-Cramesnil,66,11,6,7,38,14,4,43,9,4,4,25,7,1,15,2,0,2,9,6,2,4,0,2,1,1,0,0,3,0,0,0,2,1,1,1,0,0,0,1,0,0,258,2,22,27,176,72,31,51,2,0,9,37,24,3,57,0,22,18,17,0,0,98,0,0,0,70,48,28,52,0,0,0,52,0,0,0,0,0,0,0,0,0,26,40,3,0,69,189,3,0,57,11,5,7,32,10,2
14555,Saint-André-d'Hébertot,65,21,1,12,30,4,1,52,19,1,9,23,2,0,13,2,0,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,5,19,7,2,30,4,0,5,19,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,1,0,14,16,2,0,63,20,1,12,29,4,1
14556,Saint-André-sur-Orne,104,4,7,20,64,22,9,63,4,0,8,49,16,2,32,0,6,11,12,3,3,3,0,0,0,2,2,1,3,0,1,1,0,0,1,3,0,0,0,1,1,2,569,0,52,68,195,175,254,104,0,29,34,27,7,14,39,0,0,0,29,29,10,77,0,23,34,0,0,20,65,0,0,0,0,0,65,284,0,0,0,139,139,145,67,37,5,0,346,223,28,0,82,3,4,17,53,17,5
14557,Saint-Arnoult,202,7,6,21,144,36,24,123,6,5,12,85,19,15,59,1,1,7,46,16,4,11,0,0,1,7,1,3,5,0,0,1,3,0,1,4,0,0,0,3,0,1,859,1,6,52,627,59,173,180,1,6,13,153,48,7,153,0,0,19,93,11,41,154,0,0,20,92,0,42,224,0,0,0,141,0,83,148,0,0,0,148,0,0,131,71,2,0,650,209,23,0,173,6,6,20,124,27,17
14558,Saint-Aubin-d'Arquenay,52,11,1,7,25,7,8,41,9,1,4,21,4,6,10,2,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,84,4,0,59,14,13,7,28,4,0,3,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0,0,0,0,0,0,0,30,22,3,0,79,5,7,0,48,9,1,7,26,7,5
14559,Saint-Aubin-des-Bois,31,20,2,2,5,0,2,29,19,2,2,5,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,1,1,0,0,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1,0,1,19,1,0,28,18,1,2,5,0,2
14562,Saint-Aubin-sur-Mer,209,5,6,21,149,27,28,170,5,5,15,120,22,25,35,0,1,6,26,5,2,2,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,204,0,4,18,135,19,47,108,0,4,18,69,19,17,25,0,0,0,25,0,0,71,0,0,0,41,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,68,4,0,199,5,47,0,186,5,7,21,132,27,21
14563,Saint-Benoît-d'Hébertot,54,19,2,11,20,2,2,40,14,1,7,18,2,0,13,5,0,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,12,16,2,0,4,34,12,0,16,2,0,4,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,3,0,22,24,4,0,51,19,2,11,18,2,1
14564,Saint-Charles-de-Percy,16,8,1,2,4,1,1,10,7,1,2,0,0,0,5,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,291,1,0,0,289,1,1,12,1,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,279,0,0,3,13,1,0,1,290,1,0,16,8,1,2,4,1,1
14565,Saint-Côme-de-Fresné,37,6,2,6,22,5,1,31,6,2,5,18,5,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0,42,5,0,2,7,0,0,0,5,0,2,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,3,0,47,2,2,0,36,6,2,7,20,5,1
14566,Saint-Contest,576,15,82,24,395,58,60,425,12,78,15,277,32,43,111,3,2,5,88,22,13,21,0,2,3,15,3,1,10,0,0,0,8,0,2,9,0,0,1,7,1,1,1803,11,45,133,1397,170,217,407,11,11,15,329,78,41,291,0,34,43,197,39,17,300,0,0,0,234,0,66,498,0,0,75,330,53,93,307,0,0,0,307,0,0,213,363,9,2,951,852,279,246,517,15,80,21,351,48,50
14568,Sainte-Croix-Grand-Tonne,31,8,1,4,16,2,2,25,8,1,2,13,0,1,6,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,8,6,2,19,0,0,9,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,2,0,9,10,2,0,29,8,1,4,15,2,1
14569,Sainte-Croix-sur-Mer,23,8,0,3,11,2,1,17,7,0,0,10,2,0,6,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,5,4,0,2,12,1,0,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,0,7,5,2,0,23,8,0,3,11,2,1
14570,Saint-Cyr-du-Ronceray,50,10,3,11,17,5,9,37,10,0,7,14,3,6,9,0,1,4,3,2,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,0,27,4,3,2,66,13,0,1,4,3,2,5,36,0,26,0,0,0,10,0,0,0,0,0,0,0,51,0,0,0,0,0,51,0,0,0,0,0,0,0,34,16,3,0,74,26,15,0,48,10,3,11,17,5,7
14571,Saint-Denis-de-Mailloc,27,10,1,7,8,2,1,19,10,1,3,5,1,0,7,0,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,6,41,3,2,12,0,0,6,4,3,2,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,1,0,12,37,2,0,26,9,1,7,8,2,1
14572,Saint-Denis-de-Méré,50,12,1,8,27,15,2,44,10,1,8,25,15,0,6,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,2,0,8,16,6,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,2,0,9,7,8,0,47,11,1,8,26,15,1
14573,Saint-Denis-Maisoncelles,9,3,0,0,5,1,1,9,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,9,3,0,0,5,1,1
14574,Saint-Désir,156,50,9,21,61,7,15,112,43,3,13,46,3,7,33,7,4,3,14,4,5,5,0,0,3,0,0,2,4,0,1,2,1,0,0,2,0,1,0,0,0,1,524,10,227,92,89,15,106,103,10,15,9,48,15,21,63,0,0,39,0,0,24,122,0,37,44,41,0,0,61,0,0,0,0,0,61,175,0,175,0,0,0,0,61,95,5,0,225,299,28,0,140,48,8,21,51,6,12
14575,Saint-Étienne-la-Thillaye,56,17,1,9,23,5,6,47,16,1,7,21,4,2,8,0,0,2,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,29,0,7,2,1,5,14,0,0,7,2,1,5,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,3,0,13,30,3,0,51,15,1,9,22,4,4
14576,Sainte-Foy-de-Montgommery,26,12,3,4,6,2,1,20,12,1,2,5,1,0,5,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,2,7,7,1,12,0,2,2,7,7,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,1,0,3,19,1,0,22,10,1,4,6,1,1
14577,Saint-Gabriel-Brécy,32,9,1,4,15,0,3,22,6,1,3,11,0,1,9,3,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,6,6,0,17,18,5,0,6,6,0,1,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,3,0,28,6,17,0,30,9,1,4,14,0,2
14578,Saint-Gatien-des-Bois,177,43,4,19,89,23,22,134,37,3,14,64,17,16,35,6,1,5,20,5,3,4,0,0,0,2,1,2,1,0,0,0,1,0,0,3,0,0,0,2,0,1,346,11,7,19,222,22,87,95,11,7,19,48,11,10,47,0,0,0,21,11,26,26,0,0,0,26,0,0,178,0,0,0,127,0,51,0,0,0,0,0,0,0,93,84,6,0,303,43,89,0,159,37,4,17,82,21,19
14579,Saint-Georges-d'Aunay,80,47,2,6,19,3,6,64,39,0,3,18,3,4,15,8,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,9,10,9,0,18,49,13,9,10,9,0,8,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,3,0,37,22,18,0,75,46,1,6,18,3,4
14580,Saint-Georges-en-Auge,14,10,0,1,2,1,1,13,9,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,2,0,0,13,9,0,1,2,1,1
14581,Saint-Germain-d'Ectot,17,5,0,2,6,2,4,13,5,0,2,6,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,7,0,5,0,16,5,0,2,6,2,3
14582,Saint-Germain-de-Livet,69,35,0,7,24,6,3,57,31,0,5,21,5,0,11,4,0,2,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,3,7,4,28,28,8,0,3,7,4,10,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,2,0,31,15,10,0,64,32,0,8,22,5,2
14583,Saint-Germain-de-Montgommery,18,10,0,1,6,2,1,12,5,0,1,6,2,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,0,1,6,1,0,17,11,0,0,5,2,1
